380,0.052
381,0.0521
382,0.0522
383,0.0523
384,0.0524
385,0.0525
386,0.0526
387,0.0527
388,0.0528
389,0.0529
390,0.053
391,0.0531
392,0.0532
393,0.0533
394,0.0534
395,0.0535
396,0.0536
397,0.0537
398,0.0538
399,0.0539
400,0.054
401,0.0541
402,0.0542
403,0.0543
404,0.0544
405,0.0545
406,0.0546
407,0.0547
408,0.0548
409,0.0549
410,0.055
411,0.0552
412,0.0554
413,0.0556
414,0.0558
415,0.056
416,0.0562
417,0.0564
418,0.0566
419,0.0568
420,0.057
421,0.0572
422,0.0574
423,0.0576
424,0.0578
425,0.058
426,0.0582
427,0.0584
428,0.0586
429,0.0588
430,0.059
431,0.0592
432,0.0594
433,0.0596
434,0.0598
435,0.06
436,0.0602
437,0.0604
438,0.0606
439,0.0608
440,0.061
441,0.0615
442,0.062
443,0.0625
444,0.063
445,0.0635
446,0.064
447,0.0645
448,0.065
449,0.0655
450,0.066
451,0.0669
452,0.0678
453,0.0687
454,0.0696
455,0.0705
456,0.0714
457,0.0723
458,0.0732
459,0.0741
460,0.075
461,0.0768
462,0.0786
463,0.0804
464,0.0822
465,0.084
466,0.0858
467,0.0876
468,0.0894
469,0.0912
470,0.093
471,0.0962
472,0.0994
473,0.1026
474,0.1058
475,0.109
476,0.1122
477,0.1154
478,0.1186
479,0.1218
480,0.125
481,0.1303
482,0.1356
483,0.1409
484,0.1462
485,0.1515
486,0.1568
487,0.1621
488,0.1674
489,0.1727
490,0.178
491,0.1848
492,0.1916
493,0.1984
494,0.2052
495,0.212
496,0.2188
497,0.2256
498,0.2324
499,0.2392
500,0.246
501,0.2521
502,0.2582
503,0.2643
504,0.2704
505,0.2765
506,0.2826
507,0.2887
508,0.2948
509,0.3009
510,0.307
511,0.31
512,0.313
513,0.316
514,0.319
515,0.322
516,0.325
517,0.328
518,0.331
519,0.334
520,0.337
521,0.3367
522,0.3364
523,0.3361
524,0.3358
525,0.3355
526,0.3352
527,0.3349
528,0.3346
529,0.3343
530,0.334
531,0.3323
532,0.3306
533,0.3289
534,0.3272
535,0.3255
536,0.3238
537,0.3221
538,0.3204
539,0.3187
540,0.317
541,0.3146
542,0.3122
543,0.3098
544,0.3074
545,0.305
546,0.3026
547,0.3002
548,0.2978
549,0.2954
550,0.293
551,0.2899
552,0.2868
553,0.2837
554,0.2806
555,0.2775
556,0.2744
557,0.2713
558,0.2682
559,0.2651
560,0.262
561,0.2588
562,0.2556
563,0.2524
564,0.2492
565,0.246
566,0.2428
567,0.2396
568,0.2364
569,0.2332
570,0.23
571,0.2268
572,0.2236
573,0.2204
574,0.2172
575,0.214
576,0.2108
577,0.2076
578,0.2044
579,0.2012
580,0.198
581,0.1947
582,0.1914
583,0.1881
584,0.1848
585,0.1815
586,0.1782
587,0.1749
588,0.1716
589,0.1683
590,0.165
591,0.162
592,0.159
593,0.156
594,0.153
595,0.15
596,0.147
597,0.144
598,0.141
599,0.138
600,0.135
601,0.133
602,0.131
603,0.129
604,0.127
605,0.125
606,0.123
607,0.121
608,0.119
609,0.117
610,0.115
611,0.1139
612,0.1128
613,0.1117
614,0.1106
615,0.1095
616,0.1084
617,0.1073
618,0.1062
619,0.1051
620,0.104
621,0.1034
622,0.1028
623,0.1022
624,0.1016
625,0.101
626,0.1004
627,0.0998
628,0.0992
629,0.0986
630,0.098
631,0.0976
632,0.0972
633,0.0968
634,0.0964
635,0.096
636,0.0956
637,0.0952
638,0.0948
639,0.0944
640,0.094
641,0.0938
642,0.0936
643,0.0934
644,0.0932
645,0.093
646,0.0928
647,0.0926
648,0.0924
649,0.0922
650,0.092
651,0.0921
652,0.0922
653,0.0923
654,0.0924
655,0.0925
656,0.0926
657,0.0927
658,0.0928
659,0.0929
660,0.093
661,0.0934
662,0.0938
663,0.0942
664,0.0946
665,0.095
666,0.0954
667,0.0958
668,0.0962
669,0.0966
670,0.097
671,0.0975
672,0.098
673,0.0985
674,0.099
675,0.0995
676,0.1
677,0.1005
678,0.101
679,0.1015
680,0.102
681,0.1026
682,0.1032
683,0.1038
684,0.1044
685,0.105
686,0.1056
687,0.1062
688,0.1068
689,0.1074
690,0.108
691,0.1085
692,0.109
693,0.1095
694,0.11
695,0.1105
696,0.111
697,0.1115
698,0.112
699,0.1125
700,0.113
701,0.1132
702,0.1134
703,0.1136
704,0.1138
705,0.114
706,0.1142
707,0.1144
708,0.1146
709,0.1148
710,0.115
711,0.1149
712,0.1148
713,0.1147
714,0.1146
715,0.1145
716,0.1144
717,0.1143
718,0.1142
719,0.1141
720,0.114
721,0.114
722,0.114
723,0.114
724,0.114
725,0.114
726,0.114
727,0.114
728,0.114
729,0.114
730,0.114
