390,0.10709,0.037652,0.22944
391,0.10497,0.03655,0.23896
392,0.10283,0.035509,0.24856
393,0.10066,0.034526,0.25838
394,0.098484,0.0336,0.26861
395,0.096291,0.032728,0.27897
396,0.094091,0.03191,0.28825
397,0.091886,0.031143,0.2966
398,0.089681,0.030425,0.30534
399,0.087479,0.029755,0.31446
400,0.085286,0.02913,0.32297
401,0.083104,0.028549,0.33052
402,0.080938,0.02801,0.33717
403,0.078793,0.027511,0.34335
404,0.076671,0.027051,0.3495
405,0.074578,0.026627,0.35586
406,0.072518,0.026237,0.36254
407,0.070493,0.025881,0.3693
408,0.06851,0.025555,0.3756
409,0.06657,0.025258,0.38113
410,0.064679,0.024989,0.38617
411,0.062841,0.024745,0.39108
412,0.061058,0.024525,0.39594
413,0.059331,0.024326,0.40069
414,0.05766,0.024151,0.40529
415,0.056043,0.024,0.40979
416,0.054481,0.023877,0.41422
417,0.052972,0.023784,0.41861
418,0.051517,0.023724,0.42299
419,0.050113,0.023698,0.42736
420,0.048761,0.023709,0.43174
421,0.04746,0.02376,0.43613
422,0.046209,0.023852,0.44051
423,0.045005,0.023986,0.44487
424,0.043849,0.02416,0.44921
425,0.04274,0.024372,0.45354
426,0.041676,0.024619,0.45788
427,0.040656,0.0249,0.46224
428,0.03968,0.025213,0.46662
429,0.038743,0.025555,0.47105
430,0.037842,0.025924,0.47552
431,0.036972,0.026319,0.48003
432,0.03613,0.026737,0.48458
433,0.035311,0.027175,0.48915
434,0.03451,0.02763,0.4937
435,0.033724,0.028099,0.49818
436,0.03295,0.028578,0.50253
437,0.03219,0.029064,0.50671
438,0.031443,0.029556,0.51069
439,0.030712,0.030049,0.51443
440,0.029997,0.03054,0.51791
441,0.029301,0.031033,0.52115
442,0.028622,0.03154,0.52414
443,0.027964,0.032077,0.5269
444,0.027328,0.032658,0.52943
445,0.026713,0.033296,0.53174
446,0.026122,0.034006,0.53383
447,0.025556,0.034804,0.53568
448,0.025018,0.035702,0.5373
449,0.02451,0.036715,0.53868
450,0.024034,0.037857,0.53982
451,0.023593,0.03914,0.54072
452,0.023188,0.040575,0.54139
453,0.022823,0.042175,0.54184
454,0.0225,0.04395,0.5421
455,0.022221,0.045913,0.54217
456,0.021986,0.048075,0.54207
457,0.021794,0.050449,0.54181
458,0.021644,0.053051,0.54141
459,0.021534,0.055904,0.54088
460,0.021461,0.059028,0.54023
461,0.021423,0.062444,0.53945
462,0.02142,0.066157,0.5385
463,0.021449,0.070131,0.53736
464,0.021509,0.074325,0.53601
465,0.021596,0.078687,0.53442
466,0.021706,0.083119,0.53255
467,0.021834,0.087505,0.53039
468,0.021973,0.091731,0.52791
469,0.022121,0.095747,0.52508
470,0.02227,0.09956,0.52188
471,0.022417,0.10318,0.51826
472,0.022555,0.10662,0.51423
473,0.02268,0.10992,0.5098
474,0.022787,0.11313,0.50501
475,0.022876,0.11631,0.49989
476,0.022946,0.11949,0.49426
477,0.022996,0.12267,0.48792
478,0.023026,0.12579,0.48106
479,0.023034,0.12881,0.47438
480,0.023022,0.13169,0.46811
481,0.022987,0.13441,0.46167
482,0.022929,0.13701,0.4544
483,0.02285,0.13951,0.4457
484,0.022754,0.14195,0.43606
485,0.022649,0.14439,0.42823
486,0.022541,0.14701,0.4211
487,0.022437,0.15005,0.41246
488,0.022345,0.15372,0.40236
489,0.022272,0.15827,0.39211
490,0.022224,0.1643,0.38357
491,0.022209,0.17279,0.3754
492,0.022232,0.18268,0.36596
493,0.0223,0.19133,0.35614
494,0.022414,0.19907,0.34643
495,0.022577,0.2073,0.33667
496,0.022794,0.21783,0.32682
497,0.023066,0.2302,0.31696
498,0.023398,0.24201,0.30733
499,0.023792,0.25635,0.29788
500,0.024252,0.27432,0.28831
501,0.024781,0.29017,0.27879
502,0.025383,0.30274,0.26956
503,0.026064,0.31281,0.26031
504,0.026829,0.32901,0.25089
505,0.027683,0.34988,0.24144
506,0.028633,0.36502,0.23226
507,0.029684,0.38924,0.22364
508,0.03084,0.40431,0.21557
509,0.032107,0.42106,0.20778
510,0.033491,0.43759,0.19969
511,0.034982,0.45413,0.1914
512,0.036561,0.47067,0.18381
513,0.03821,0.48721,0.17669
514,0.039908,0.50353,0.16934
515,0.041637,0.51929,0.1623
516,0.043376,0.53435,0.15616
517,0.045106,0.54875,0.15076
518,0.046808,0.56231,0.14587
519,0.04846,0.57465,0.14127
520,0.050041,0.58734,0.13679
521,0.051527,0.6005,0.13227
522,0.052895,0.61307,0.12779
523,0.054123,0.62386,0.12352
524,0.055186,0.63299,0.11956
525,0.056062,0.64117,0.11592
526,0.056728,0.64933,0.11253
527,0.057167,0.65773,0.10933
528,0.057392,0.66544,0.10628
529,0.057421,0.6719,0.10338
530,0.057273,0.67724,0.10064
531,0.056968,0.68161,0.098053
532,0.056524,0.68515,0.095622
533,0.055961,0.68798,0.093334
534,0.055297,0.69024,0.091164
535,0.054551,0.69206,0.089087
536,0.053743,0.6935,0.087078
537,0.052889,0.69456,0.085112
538,0.052006,0.69523,0.083166
539,0.05111,0.69552,0.081237
540,0.050217,0.6954,0.07933
541,0.049343,0.69489,0.07745
542,0.048506,0.69397,0.075601
543,0.047721,0.69265,0.073789
544,0.047005,0.69095,0.072019
545,0.046373,0.68891,0.070294
546,0.045833,0.68656,0.068616
547,0.045389,0.68393,0.066985
548,0.045045,0.68106,0.065402
549,0.044805,0.67798,0.063868
550,0.044671,0.6747,0.062382
551,0.044648,0.67124,0.060947
552,0.044739,0.66758,0.059562
553,0.044949,0.66372,0.05823
554,0.045282,0.65965,0.056954
555,0.045777,0.65536,0.05574
556,0.046502,0.65083,0.054592
557,0.047521,0.64616,0.053515
558,0.048903,0.64148,0.052514
559,0.050714,0.63676,0.051592
560,0.05302,0.63157,0.050756
561,0.05586,0.62551,0.050008
562,0.059012,0.61884,0.049354
563,0.062114,0.6122,0.04879
564,0.064806,0.6059,0.048314
565,0.06724,0.59978,0.047924
566,0.070649,0.59367,0.047617
567,0.076404,0.58752,0.04739
568,0.085134,0.5813,0.047242
569,0.095867,0.57499,0.04717
570,0.11746,0.5686,0.04717
571,0.13344,0.56217,0.04724
572,0.15731,0.55582,0.047372
573,0.18229,0.54967,0.047558
574,0.21199,0.54346,0.047789
575,0.23106,0.53664,0.048056
576,0.27193,0.52902,0.048351
577,0.29687,0.52125,0.048666
578,0.3256,0.51379,0.048992
579,0.34769,0.50653,0.04932
580,0.37569,0.49838,0.049642
581,0.40478,0.48901,0.04995
582,0.43277,0.48164,0.050238
583,0.46077,0.4745,0.050497
584,0.48961,0.46416,0.050721
585,0.52893,0.45416,0.050903
586,0.54759,0.44648,0.051035
587,0.56909,0.4381,0.051109
588,0.59978,0.42857,0.051119
589,0.60889,0.41864,0.051059
590,0.61079,0.40851,0.050928
591,0.62021,0.39836,0.050732
592,0.62889,0.38833,0.050475
593,0.63437,0.37758,0.050163
594,0.63819,0.3653,0.049801
595,0.64155,0.35251,0.049393
596,0.64458,0.34107,0.048943
597,0.64718,0.33173,0.048458
598,0.64926,0.32132,0.047942
599,0.65074,0.31024,0.0474
600,0.65151,0.30105,0.046836
601,0.65152,0.29031,0.046257
602,0.65083,0.27744,0.045666
603,0.64955,0.2651,0.04507
604,0.6478,0.25452,0.044473
605,0.6457,0.24513,0.04388
606,0.64335,0.23583,0.043296
607,0.64087,0.22614,0.042726
608,0.63838,0.2163,0.042175
609,0.63593,0.20689,0.041646
610,0.6335,0.19793,0.041141
611,0.63105,0.1894,0.040663
612,0.62855,0.18148,0.040217
613,0.62598,0.17387,0.039804
614,0.62331,0.16592,0.039428
615,0.62055,0.15779,0.039092
616,0.61772,0.15022,0.0388
617,0.61484,0.14368,0.038552
618,0.61193,0.13839,0.038346
619,0.60898,0.13397,0.038183
620,0.60602,0.12991,0.038059
621,0.60302,0.1259,0.037973
622,0.6,0.12198,0.037923
623,0.59694,0.11821,0.037908
624,0.59383,0.11465,0.037926
625,0.59066,0.11137,0.037975
626,0.58743,0.10834,0.038054
627,0.58411,0.10554,0.038162
628,0.58072,0.10295,0.0383
629,0.57725,0.10054,0.038466
630,0.57371,0.098295,0.038661
631,0.57011,0.096204,0.038883
632,0.56646,0.094261,0.039134
633,0.5628,0.092455,0.039412
634,0.55915,0.090778,0.039717
635,0.55554,0.089222,0.040049
636,0.55201,0.087778,0.040407
637,0.54859,0.086439,0.040793
638,0.54531,0.085202,0.041207
639,0.54215,0.084061,0.041648
640,0.53909,0.08301,0.042117
641,0.53613,0.082045,0.042615
642,0.53324,0.081161,0.043141
643,0.53046,0.080353,0.043695
644,0.5278,0.079616,0.044279
645,0.52528,0.078945,0.044889
646,0.52294,0.078342,0.045523
647,0.52076,0.077805,0.046178
648,0.51873,0.077336,0.046852
649,0.51683,0.076935,0.047541
650,0.51503,0.076603,0.048244
651,0.51332,0.076339,0.048957
652,0.51166,0.076145,0.049678
653,0.51004,0.07602,0.050404
654,0.50842,0.075966,0.051132
655,0.50677,0.075984,0.05186
656,0.50506,0.076074,0.052584
657,0.50326,0.076239,0.053302
658,0.50133,0.07648,0.054011
659,0.49926,0.076798,0.054708
660,0.49702,0.077196,0.055391
661,0.49466,0.077674,0.056056
